ep,train_loss,eval_loss,plcc,srocc,time
1,27.847107142130533,13.537246217727661,0.9566316604614258,0.9536273115220484,5.782883659998576
2,26.615795808705112,24.46551902929942,0.954862654209137,0.9534281650071122,11.537839015324911
3,26.011291423382676,17.17132018333922,0.9681792259216309,0.9633001422475106,17.474580482641855
4,25.654890723512885,18.898496545155844,0.9674530029296875,0.9570412517780938,23.363766606648763
5,25.091822952805902,11.738369866609574,0.9640624523162842,0.9625889046941677,29.184446334838867
6,24.941531358257095,14.197925984064739,0.9594281911849976,0.9471977240398294,35.00293982028961
7,24.579248711944043,25.141800570487977,0.960682213306427,0.9568990042674252,40.796872385342915
8,24.099657007237486,16.049831479390463,0.9607915878295898,0.9603413940256045,46.592466390132905
9,23.999394085265042,17.318953805764515,0.9581844210624695,0.9597155049786629,52.40868010520935
10,23.836776409109014,18.689248133500417,0.9613521099090576,0.9532290184921763,58.22612017790477
11,23.49653239269591,23.72724905014038,0.9675469994544983,0.9588620199146514,64.04481176535289
12,23.512634334684673,17.10908550898234,0.9677654504776001,0.9633923427864068,69.83963472445807
13,23.371538488341216,15.980295997460683,0.9693276882171631,0.962275960170697,75.65880113442739
14,23.10625921405993,16.923548648357393,0.9715484976768494,0.962674253200569,81.47884731292724
15,23.151492238041392,28.577979405721027,0.9525275230407715,0.9450924608819345,87.27579845190049
16,23.028048826197573,12.525525298748786,0.9723997116088867,0.9584921763869132,93.0727039138476
17,22.84026926312363,20.577634110450745,0.9683210849761963,0.9609388335704124,98.87013911008835
18,22.793487272349577,17.01006637732188,0.9684136509895325,0.9607112375533428,104.69073852698008
19,22.628775487531694,22.00122392654419,0.9561582207679749,0.9578662873399716,110.4905418753624
20,22.713553774756715,27.7899938561519,0.9620646238327026,0.9537411095305832,116.31205368439356
21,22.434504022859272,15.986076508760453,0.9617463946342468,0.9506401137980085,122.13267334699631
22,22.583225467079565,15.223377823034923,0.9706296920776367,0.9595163584637268,127.93398431142171
23,22.40390918343527,18.615760221481324,0.9637053608894348,0.9636984352773825,133.7316264549891
24,22.38707943886205,20.77811005512873,0.9682436585426331,0.9610810810810811,139.52776993910473
25,22.444328293810393,22.065122459332148,0.9654601812362671,0.9589473684210525,145.32703893582027
26,20.459481508275083,19.530388345718382,0.9646775126457214,0.963556187766714,151.14805776675541
27,20.135783757634748,24.150202986399332,0.967158854007721,0.9605120910384068,156.94731934467953
28,20.10851685991789,18.91974555651347,0.9693896770477295,0.9618207681365575,162.7461572964986
29,19.991782583725243,19.953439718087512,0.9674062132835388,0.9611664295874821,168.5449506719907
30,19.952247413340785,21.98913715362549,0.9636799097061157,0.956927453769559,174.34380672772724
31,19.88847118332177,17.282805797259012,0.968411922454834,0.9617923186344238,180.14379089275997
32,19.763605662242153,17.340850483278434,0.965187668800354,0.9632716927453768,186.04908907810847
33,19.629579095351904,17.44140452980995,0.9714916348457336,0.9632432432432432,192.00653744935988
34,19.507748802372447,18.563830043474834,0.9656491279602051,0.9605689900426743,197.80486883719763
35,19.11217276889734,17.445760369698206,0.9683837294578552,0.9640967283072547,203.60658715168634
36,18.868777038948995,17.47772935231527,0.9618414044380188,0.9620768136557609,209.4322614868482
37,18.67795179633425,19.26756938457489,0.9627275466918945,0.9596586059743955,215.2568008383115
38,18.44587405518649,17.816831374168395,0.9629305601119995,0.9606258890469418,221.05766251484553
39,18.40551546111525,20.3284894896547,0.9579195976257324,0.9562731152204836,226.85978979269663
40,18.307761005655923,18.665310682306686,0.9578622579574585,0.9567852062588904,232.6607453862826
41,18.07524535356488,19.113991502920786,0.959509015083313,0.9587197724039829,238.4826035141945
42,18.034283543851082,18.387561717828113,0.9647263884544373,0.9637837837837838,244.30673529704413
43,18.059865160811576,21.283718648354213,0.9597391486167908,0.9537980085348505,250.1072123249372
44,17.769052952174135,16.418861868530513,0.9621726870536804,0.9637837837837838,255.93150452772775
45,17.643449640267356,17.576710196336112,0.9607834815979004,0.9620199146514936,261.7303068637848
46,17.371089580388656,21.755686860084534,0.9579780697822571,0.9569559032716927,267.55549317995707
47,17.40920892018101,23.35382331053416,0.9554240107536316,0.9517780938833571,273.37898299694064
48,17.136205691903097,17.01827829996745,0.960921585559845,0.9602560455192034,279.1791110992432
49,17.014005813304166,18.22047183672587,0.9595200419425964,0.9614224751066854,285.0031756997108
50,16.933852312536406,17.71837837815285,0.9548965692520142,0.9598577524893314,290.82852226893107
51,16.469073578202096,19.876068981488547,0.9579113125801086,0.9593172119487907,296.6537894924482
52,16.442504977684692,19.438993094762168,0.9589911699295044,0.9617923186344238,302.4781619509061
53,16.474047168718304,20.858465593655904,0.955521821975708,0.9548790896159316,308.28249690532687
54,16.281285169474284,20.180844464302062,0.9566090106964111,0.9584637268847795,314.0835285147031
55,16.427071681507847,20.92427667617798,0.9576342105865479,0.9588620199146514,319.88529847462974
56,16.30872407017758,19.964929622411727,0.9584969282150269,0.960398293029872,325.7097043712934
57,16.306993708185566,18.24043379465739,0.959490954875946,0.9596586059743955,331.513368443648
58,16.348348234477797,19.332413007418314,0.9583221077919006,0.9595448079658605,337.33691941897075
59,16.333909181829085,19.27133832236131,0.953432559967041,0.9598293029871977,343.1390126387278
60,16.382670534394915,19.37737650911013,0.9588631987571716,0.9607965860597438,348.9391680399577
61,16.23356741306238,18.852481056054433,0.9580329060554504,0.9596586059743955,354.7424451629321
62,16.23311732220566,18.540071875254313,0.9547543525695801,0.9599715504978662,360.5676280339559
63,16.06234846796404,20.270199835300446,0.9522072076797485,0.9605405405405405,366.38997780481975
64,16.135233975755124,21.608888155619304,0.956125020980835,0.9583214793741109,372.19087744951247
65,16.114400007763244,18.854905485312145,0.9580731391906738,0.9602844950213371,377.9930899898211
66,16.131231642686274,20.461261990467708,0.9570826888084412,0.9592603129445234,383.7958947022756
67,16.048707507538378,19.48971898237864,0.9578423500061035,0.9603129445234707,389.59956072568895
68,16.19334209899902,20.48164224455754,0.9568379521369934,0.9578378378378379,395.40384257237116
69,16.20046977362382,20.770890369415284,0.9570074081420898,0.9572403982930298,401.20775827169416
70,16.029912817115115,19.520354285240174,0.9592241644859314,0.9601706970128022,407.0097475687663
71,15.97545426662512,20.164881865183514,0.9579477310180664,0.9578378378378379,412.8121353069941
72,16.047353206594366,21.170162804921468,0.9557175040245056,0.9576955903271691,418.61701132059096
73,16.013198455837315,19.992728014389673,0.9509008526802063,0.9580369843527738,424.42334559758507
74,16.03586101042095,19.321757101217905,0.9592620134353638,0.9597155049786629,430.226045246919
75,15.879826679751748,19.784773552616436,0.9568880200386047,0.9591180654338548,436.03262757460277
76,15.946729453531901,19.340901818672815,0.9580340385437012,0.9596870554765291,441.83876630067823
77,15.800978507808217,19.43860966682434,0.9581992030143738,0.9587482219061166,447.66405812899274
78,15.787509307111774,18.31646735906601,0.9590111970901489,0.9605405405405405,453.4671670794487
79,15.842882598341557,19.087696911493936,0.9586063027381897,0.9596301564722616,459.29208792845407
80,15.835443210963199,19.031884131332237,0.9581460356712341,0.9609672830725461,465.097288342317
81,15.783673472140128,20.172651500701903,0.9583077430725098,0.958207681365576,470.9025442997615
82,15.904780526305082,17.209747676054636,0.9600781202316284,0.9596017069701279,476.7039297739665
83,15.972513570685136,19.51151063601176,0.9553809762001038,0.95800853485064,482.5097957332929
84,15.800397924831458,19.0562328573068,0.9589970707893372,0.9586628733997155,488.31375894149147
85,15.89420963359632,20.467766955693563,0.957759439945221,0.9576955903271691,494.1177482644717
86,15.898404174858227,20.437759491205217,0.9565412402153015,0.9586059743954479,499.92017917235694
87,15.83999772081877,18.771548115412394,0.958051860332489,0.959402560455192,505.7467058499654
88,15.845945639573483,20.21425155242284,0.9570825695991516,0.9597439544807965,511.57126733462013
89,15.78845973387601,21.26468130747477,0.9573764801025391,0.9576671408250355,517.3984637538592
90,15.782364716620194,18.789567396640777,0.9574375748634338,0.958520625889047,523.2260153849919
91,15.840237273206208,17.90866039892038,0.9591870307922363,0.9599999999999999,529.0527291138967
92,15.78396835241485,17.016447989145913,0.961326003074646,0.9600284495021336,534.8549085219701
93,15.787868269053677,19.314953022003174,0.958030641078949,0.9590327169274538,540.6834836085637
94,15.833293931204812,19.8052197710673,0.9573948979377747,0.9591749644381222,546.5119379878045
95,15.737841067504883,19.43977817614873,0.9585736393928528,0.9586913229018491,552.3165228645007
96,15.814351729864823,19.168048028151194,0.956771969795227,0.9591180654338548,558.1421942313513
97,15.69208449889066,18.608901987075807,0.95167076587677,0.9586344238975816,563.9481227040291
98,15.842147979522169,18.990175747871398,0.9569295644760132,0.9599499285443978,569.7505657593409
99,15.85589757915296,20.01044152398904,0.9572142958641052,0.9579231863442389,575.557798520724
100,15.817359831907039,17.751785445610683,0.9601525068283081,0.9589758179231863,581.3845988074938
